,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,lat,long
6323,MI,108,408,341-9890,yes,no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,33.8559704199416,-84.75393751253111
6324,ID,47,415,365-4387,no,yes,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False,34.03438832017798,-84.57956620815926
6325,MO,101,415,375-3341,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,34.05553647891371,-84.61402864381225
6326,AL,182,415,418-3096,no,yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,34.014949943448116,-84.58571219463211
6327,OR,161,408,378-3879,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False,34.046666470446596,-84.5493125011767
6328,VT,128,408,344-1362,no,no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,33.881573092541856,-84.74514373538793
6329,AZ,69,415,419-3937,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,False,34.0404020423742,-84.54140044466226
6330,VA,113,408,348-4961,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,34.04646497372727,-84.63549256222441
6331,PA,87,408,329-1410,no,yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False,34.040961827282445,-84.58453825104364
6332,CO,71,415,332-9896,no,no,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,False,34.04886295521203,-84.61508505226922
6333,KY,76,415,407-8575,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False,34.04142500351197,-84.59878136180411
6334,NJ,87,510,387-2799,no,no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False,33.87003783476034,-84.76550181382675
6335,IL,117,408,373-9108,no,no,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False,34.0737317976258,-84.58903904643051
6336,WA,177,415,345-3947,no,no,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True,33.8586599609337,-84.73843540879662
6337,WV,95,415,356-7511,no,no,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,False,34.035320875814556,-84.59251437267282
6338,RI,76,415,343-4516,no,no,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,34.035626265714846,-84.55663864700011
6339,OH,66,415,408-6305,no,no,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False,34.02279853583623,-84.54725526819784
6340,MO,110,415,338-7305,no,no,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False,34.02656382644261,-84.60664829707486
6341,MD,204,510,401-3077,no,no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,34.04960083026685,-84.59377080288596
6342,OH,32,415,401-6977,no,yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,34.04448884678794,-84.61657485859105
6343,VA,133,408,385-1464,no,yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False,33.86617286308182,-84.72328590911874
6344,FL,185,408,417-5034,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,False,34.05211738099595,-84.5696462509913
6345,CO,103,415,420-7066,no,yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,33.885635370576274,-84.6892583972031
6346,NY,91,510,394-8256,no,no,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,False,34.02511110688508,-84.55003564283471
6347,WV,131,415,362-5044,no,no,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,False,34.04645779222334,-84.58011926166363
6348,LA,153,510,350-2075,no,no,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False,34.0154742286433,-84.61865655469299
6349,MA,132,415,343-5372,no,yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False,34.0401786687271,-84.61733061319397
6350,UT,148,510,377-9520,no,no,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,34.05057201678457,-84.62483522722036
6351,AL,141,408,391-6773,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,False,34.040758805887066,-84.58671380172467
6352,ME,105,415,403-4442,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False,34.05111772449166,-84.55008945179488
6353,TX,169,408,379-5885,no,no,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True,33.889369761544806,-84.7578538727527
6354,ND,127,415,399-1021,no,yes,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,False,34.03262600719478,-84.5564762288601
6355,CO,57,415,342-4004,no,no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,34.03362849866062,-84.57488115679674
6356,LA,123,415,382-7659,no,yes,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False,34.02532152078743,-84.56515378001068
6357,MT,103,510,342-1004,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True,34.06042799397411,-84.61814490718004
6358,OR,101,415,398-5851,no,no,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False,34.04677959102535,-84.56742071664402
6359,NH,123,415,396-4869,no,yes,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False,34.05633227680935,-84.57519024800924
6360,NE,78,510,422-8333,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False,34.05696780988285,-84.56576179075502
6361,WV,101,415,367-9127,no,yes,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,False,34.045789348824,-84.56948828685488
6362,NV,129,415,420-3028,no,no,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False,34.028427884514564,-84.54151557528353
6363,MA,67,415,357-6348,no,yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False,34.05587164812691,-84.60921041480354
6364,MI,37,415,386-1131,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,False,34.02826786696589,-84.60891333296975
6365,KY,64,415,349-8391,yes,no,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,34.02666588881003,-84.54490242535985
6366,WV,173,510,421-1484,no,no,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False,34.052879861678555,-84.56013865325708
6367,KY,135,510,414-2663,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False,33.86111689900146,-84.75065310240485
6368,NJ,75,415,327-6989,no,yes,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False,34.04759893605053,-84.6137194944146
6369,ME,88,415,405-5513,no,no,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True,33.87411794914704,-84.76768342957112
6370,TX,112,415,345-9168,no,no,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False,34.02957095411128,-84.60340669344868
6371,MN,113,408,417-5146,no,no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,False,34.05763327800106,-84.59876716902667
6372,VA,121,510,339-2792,no,yes,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,False,34.03294284375622,-84.6297096468656
6373,DC,70,415,345-8397,no,no,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,34.04063335023682,-84.56044678360554
6374,MD,90,415,344-6404,no,no,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False,34.019599655512515,-84.56486627034216
6375,RI,39,408,417-9455,no,no,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False,34.039243531930104,-84.56721808274735
6376,MA,142,408,343-1009,no,no,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,34.01140083873852,-84.54513846168484
6377,MD,176,408,365-3493,no,no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,False,34.03020222996138,-84.60020311206422
6378,NM,105,408,376-7043,no,no,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False,34.042864920615166,-84.5829852560155
6379,MN,57,415,348-5728,no,no,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True,33.88475831288438,-84.71067428232905
6380,MI,110,510,357-5784,no,no,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,False,34.03706499708154,-84.60260699013062
6381,AZ,88,415,417-9844,no,no,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,34.06872871479334,-84.544111901682
6382,AL,95,408,333-7225,no,no,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,False,34.02390718797507,-84.59418626204507
6383,MI,147,415,382-4943,no,no,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,False,34.01572853603329,-84.5843423398509
6384,SC,101,415,345-4589,no,no,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True,33.885277337673244,-84.7020981147672
6385,MS,115,415,404-6337,no,no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False,34.04456257403694,-84.57967332222837
6386,MS,103,415,412-1470,no,no,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,False,34.045570951414796,-84.54882539436743
6387,CA,82,415,394-9220,no,no,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,False,33.88165848450098,-84.73161190543729
6388,MD,141,415,364-5362,no,no,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,False,34.04161173340956,-84.5747940136834
6389,ND,149,408,372-9852,no,no,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False,34.046424537866834,-84.60013995796938
6390,IL,131,510,394-9984,no,no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,34.05345506755452,-84.55970476830947
6391,SD,119,510,402-1668,no,no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False,34.04069124353675,-84.61078748821225
6392,AL,112,510,339-5659,no,no,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,False,34.03645068740798,-84.61740573152456
6393,NV,116,510,341-7279,no,yes,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,False,33.914690315072164,-84.72667528205973
6394,LA,94,415,371-3236,no,no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False,34.03192350003061,-84.56434637371429
6395,VA,90,408,343-5679,no,no,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False,34.06391683436867,-84.58404667220853
6396,DE,114,415,347-4626,no,yes,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,False,34.03666431140576,-84.59688162410652
6397,CT,63,408,344-8498,no,yes,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False,34.015585295827684,-84.61805170523297
6398,CO,130,408,349-3005,no,no,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,33.88091575466126,-84.77866091212002
6399,MA,122,408,371-3498,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,False,34.03043272380626,-84.57306679215348
6400,OR,166,510,367-4853,no,no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,34.0620323224163,-84.59105657429956
6401,WA,62,415,422-3454,no,no,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,False,34.03953017482501,-84.6107732519609
6402,SC,78,415,403-8915,no,yes,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,False,34.05687036944875,-84.60009057173012
6403,IN,148,415,371-2418,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False,34.03556773682325,-84.56285261539509
6404,MD,154,510,411-2977,no,no,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,True,33.871239582174304,-84.74709566201874
6405,NV,110,408,389-8163,no,yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False,34.03933655195682,-84.59249657693049
6406,TX,75,415,417-4456,no,no,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True,33.89244995898159,-84.73124660046192
6407,ND,84,408,351-1894,no,yes,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,False,34.06484691477023,-84.58657567181406
6408,WV,113,510,386-6408,no,no,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False,34.0413434086677,-84.59610423411306
6409,CO,181,510,370-9592,no,yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False,33.872383697554625,-84.71696648878546
6410,TX,51,415,397-9251,no,no,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,False,34.027459655858614,-84.56620501314127
6411,FL,102,408,395-6913,no,yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False,34.05670946390632,-84.61999468068606
6412,AL,107,408,332-3804,no,no,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False,34.04808771163011,-84.56496488100056
6413,WV,88,510,421-1326,no,no,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,True,33.88849769115217,-84.69995382284009
6414,MI,82,415,415-8200,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False,34.06677840078594,-84.58262358551052
6415,NY,204,415,371-9414,no,no,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,False,34.05044504277475,-84.60899640929986
6416,MS,130,510,347-3895,no,no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,33.864163837042916,-84.77469119829323
6417,MO,174,510,342-5854,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False,34.04864884371975,-84.57895939068995
6418,AR,129,415,379-7192,no,no,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False,34.04339937723509,-84.557402038452
6419,MS,190,415,394-5753,yes,no,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,False,34.03340090777014,-84.58516826137772
6420,NY,54,510,390-6932,yes,no,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,False,34.058648926617806,-84.58701327613764
6421,SD,78,408,394-3171,no,no,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False,34.04144424885515,-84.62563322136994
6422,AK,100,415,394-5202,no,yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False,34.03486224620941,-84.59759227363882
6423,WV,70,510,348-3777,no,yes,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False,34.04158440271162,-84.54134028717036
6424,SC,111,510,407-3949,no,no,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,34.04132752088166,-84.56880466550354
6425,VA,117,408,363-4779,no,no,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,False,34.039844239755276,-84.58200203504407
6426,MS,68,415,340-2239,no,no,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False,34.05887167838333,-84.59415756687966
6427,SD,27,510,359-3423,no,no,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,True,33.89391231878699,-84.78053285511461
6428,MN,91,415,382-9297,no,no,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False,34.02547424809921,-84.58285893113387
6429,AL,181,415,330-9294,no,yes,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,False,34.05381104443234,-84.57843839305673
6430,CO,118,415,362-8763,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,False,34.040462568255805,-84.55546366418693
6431,ME,112,415,403-4816,no,no,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,False,34.04839049958607,-84.58528489557035
6432,GA,93,415,371-2155,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,False,33.86445041851107,-84.73713134350515
6433,AZ,102,408,334-1339,no,no,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,False,34.04556359321322,-84.59055682049143
6434,MA,93,415,341-7412,no,no,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,False,33.863453102627055,-84.77705032744979
6435,AZ,107,415,375-4770,no,yes,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False,34.01560215608225,-84.58548079951606
6436,IN,100,415,406-7643,no,yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,34.03736941178637,-84.5763282367177
6437,DE,115,415,415-8164,no,no,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False,34.04313133881588,-84.60647415871836
6438,WI,63,510,354-3545,no,yes,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,False,34.03327432931965,-84.59282817330556
6439,ME,57,415,377-3139,no,no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,34.05933772607158,-84.58961914513655
6440,DC,119,408,418-7478,no,yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False,34.03810277112916,-84.5768767701632
6441,GA,73,408,385-6952,no,no,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False,34.05090883090182,-84.59464012241254
6442,HI,98,408,381-8593,no,yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,False,33.887150066167855,-84.74949325651357
6443,VA,139,415,365-9371,yes,no,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False,34.037386319244845,-84.6156337414817
6444,NY,31,408,401-7335,no,yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,False,34.015548741035,-84.58041379303788
6445,PA,129,510,364-5126,no,yes,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False,34.03150167469416,-84.59493816692793
6446,AR,115,415,385-7157,no,no,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,True,33.8742656825513,-84.7206477059273
6447,HI,108,415,385-4766,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,True,33.8611250648079,-84.75922649706784
6448,DE,139,408,390-1760,no,no,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,34.01456409989831,-84.54548098784173
6449,WV,102,408,365-8831,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,False,34.04183858799339,-84.60892911923457
6450,OK,149,408,353-4002,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,False,34.02600798497289,-84.59070497969307
6451,OR,113,415,367-5923,no,no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,34.037329555423774,-84.54389593344179
6452,ND,131,408,393-9548,no,yes,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False,34.03703512379108,-84.57525957570721
6453,MO,83,408,362-2356,no,no,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False,34.02761861149432,-84.59056776654877
6454,AR,96,415,365-2341,no,yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,False,34.06504260635319,-84.638228927972
6455,GA,98,408,388-8797,no,no,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False,34.0734846594528,-84.55541075157763
6456,TN,3,415,400-4713,no,no,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False,33.8868722971216,-84.72699067200575
6457,MA,77,408,420-3042,no,yes,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False,34.05541641586694,-84.62078594142025
6458,ND,75,408,396-4171,no,yes,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False,34.03160367359009,-84.63006818203267
6459,IA,40,510,389-8417,no,no,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,True,34.04166300145045,-84.62640311890416
6460,NJ,108,415,339-4068,no,no,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,34.03735891998355,-84.61425846402103
6461,MT,100,415,341-4873,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,33.88099874096044,-84.74914773623242
6462,AL,16,415,336-2322,no,no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False,34.04749452468398,-84.5806607920248
6463,NY,115,510,402-1607,no,yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False,34.03829172514462,-84.62588291987412
6464,PA,108,510,379-3037,no,yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False,34.04151396614918,-84.60215400648552
6465,VT,107,510,382-1399,no,no,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,False,34.018427231627605,-84.57663220477332
6466,NC,161,415,394-5489,no,no,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True,33.86166552728596,-84.75173542086507
6467,CT,147,415,387-6065,no,no,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,False,34.05053870941605,-84.58850090230133
6468,MO,107,415,327-6087,no,no,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False,34.01240713917266,-84.56747602408844
6469,WV,120,510,341-8667,no,no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,34.036676280335946,-84.57768721267307
6470,NJ,107,408,338-9612,no,yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,34.02413445217084,-84.5632653265529
6471,AK,58,510,364-1134,no,no,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False,34.05331888033874,-84.6335549130269
6472,LA,91,408,413-4811,no,no,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,False,34.06111589971816,-84.58138748410425
6473,AL,13,415,354-4333,no,no,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False,34.06621412429541,-84.55594808051237
6474,IN,104,408,382-2026,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,34.05211596580502,-84.58204589023667
6475,MA,93,415,368-3287,no,yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False,34.061437770789475,-84.58678845238627
6476,DE,95,510,367-8298,no,no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False,34.06732711792145,-84.55706570695016
6477,SC,104,415,391-1783,no,no,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,False,34.047110905202246,-84.56291120398278
6478,NH,35,408,393-8762,no,no,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True,33.873745409589056,-84.77872898150837
6479,LA,62,415,385-1423,no,no,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,False,34.06351920785602,-84.59585081144861
6480,MS,143,510,406-7670,no,no,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False,34.050516968576936,-84.57309649029064
6481,NM,62,415,339-5423,no,no,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,34.055780045520066,-84.61478772426571
6482,WA,60,415,366-8939,yes,no,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,True,33.88453770717062,-84.7235550943276
6483,SC,41,510,353-2391,no,no,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,False,34.060830689316305,-84.56544612809036
6484,MT,34,415,372-4203,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,34.025975483375234,-84.59058457611606
6485,ME,56,408,385-5688,no,no,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True,33.90039751511042,-84.70189687345238
6486,NM,183,415,397-7453,no,no,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,34.032902478075385,-84.58519895192379
6487,AZ,94,415,366-9015,no,no,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,False,34.056344259956674,-84.61444426513344
6488,CT,73,415,356-1654,no,yes,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,False,34.04667850102814,-84.55017720993257
